PONDCODE,50,100,200,400,800,1600,3200
PL1-GRE,0.029934573,0.787275855,3.857644352,4.729458571,7.30593854,13.08739668,13.18763362
PL1-RED,19.39090225,22.54627808,27.01245205,25.12898359,23.86086971,21.50176848,13.7428336
PL1-YEL,6.29790145,23.22712485,26.70820326,34.61816595,34.46556535,26.60512423,14.28512103
PL2-GRE,0,0.01328386,1.418940594,3.91486359,3.595110545,4.224437042,4.857220682
PL2-RED,10.99099804,11.53333304,9.734648064,5.212265828,2.877640561,4.697758643,3.838340973
PL2-YEL,5.553231418,12.09190524,13.16619733,10.04330073,7.568180369,4.950215432,4.390303893
PL3-GRE,1.412564283,2.026165851,0.621550942,0.447247286,0.354156459,1.938687832,2.53776095
PL3-RED,9.81571993,12.09715248,7.420254416,5.637396352,4.185804218,2.393356672,3.27681719
PL3-YEL,9.768434984,8.997636551,6.221677934,2.558970394,3.60495292,3.589779507,2.627595848
PL4-GRE,0,0,1.711650552,3.7725774,4.634495288,5.499285223,6.422775595
PL4-RED,32.0879582,28.58516719,30.27003583,28.44310552,17.73267349,10.76256153,8.985587785
PL4-YEL,3.91426709,8.303824604,8.79078146,7.612930764,10.51280065,8.077867856,5.884389392
PL5-GRE,0,0.334147952,1.997373567,3.343060355,3.578424454,2.086169629,2.036295902
PL5-RED,19.07372987,19.54653958,20.17028704,23.82864727,16.52175694,8.727870769,5.917473095
PL5-YEL,8.769157573,11.40765225,9.976926045,9.046529085,9.795793838,7.503831869,5.611027321
PL6-GRE,0,0,0.068715807,0.043241975,0.485769213,1.920196792,4.390024071
PL6-RED,9.293392583,12.00279763,12.10177714,7.690877123,6.171374427,3.93628349,3.573641037
PL6-YEL,16.84705248,13.73823925,7.693353017,3.485582833,2.338227279,1.575248107,1.974938503
PL7-GRE,0,0,0.618704264,0.739854285,1.079895244,1.689579197,3.265160434
PL7-RED,41.24839818,32.41977103,17.60909147,6.155966735,2.573555103,2.797650183,3.44180858
PL7-YEL,6.847098276,2.113068782,0.847091646,1.140188686,1.713239215,1.629413888,4.093872226
PL8-GRE,0,0,0.049563924,1.258900238,4.544554115,4.492925774,5.846629713
PL8-RED,1.226922238,2.426459506,7.576967551,8.586501021,6.966225688,5.332468363,7.846817632
PL8-YEL,0,0.195363531,0.721222434,0.79049004,2.508845457,3.645070783,5.932378328
PL9-GRE,0.928681509,0.851865148,1.601567737,4.287946299,5.016465339,6.969327411,8.741375292
PL9-RED,3.888349023,13.7007653,9.512825231,10.65764578,10.6671945,13.01548067,10.3909874
PL9-YEL,9.006337694,10.12927709,8.543409167,10.67931341,10.58179256,5.717895614,9.220959707
PL10-GRE,0,1.042177503,0.391881269,5.493171748,14.61608406,18.02016693,12.68845379
